"","Month","DayOfWeek","Seasons","TransportExpense","DistanceToWork","ServiceTime","Age","Workload","Hit.target","DisciplineFailure","Education","Children","SocialDrink","SocialSmoke","Pet","Weight","Height","Body.mass.index","AbsentTime"
"601",2,5,2,179,26,9,30,"264,249",97,"0",3,0,"0","0",0,56,171,19,2
"602",2,6,2,179,22,17,40,"264,249",97,"0",2,2,"0","1",0,63,170,22,2
"603",2,6,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,3
"604",2,4,2,233,51,1,31,"264,249",97,"0",2,1,"1","0",8,68,178,21,3
"605",2,4,2,179,26,9,30,"264,249",97,"0",3,0,"0","0",0,56,171,19,2
"606",2,4,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"607",2,5,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,8
"608",2,6,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"609",2,2,2,155,12,14,34,"264,249",97,"0",1,2,"1","0",0,95,196,25,5
"610",2,2,2,235,16,8,32,"264,249",97,"0",3,0,"0","0",0,75,178,25,3
"611",2,2,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"612",2,2,2,225,26,9,28,"264,249",97,"0",1,1,"0","0",2,69,169,24,2
"613",2,3,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"614",2,3,2,248,25,14,47,"264,249",97,"0",1,2,"0","0",1,86,165,32,2
"615",2,3,2,225,26,9,28,"264,249",97,"0",1,1,"0","0",2,69,169,24,2
"616",2,4,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"617",2,5,2,179,51,18,38,"264,249",97,"0",1,0,"1","0",0,89,170,31,2
"618",2,6,2,235,16,8,32,"264,249",97,"0",3,0,"0","0",0,75,178,25,2
"619",3,2,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,2
"620",3,2,2,248,25,14,47,"222,196",99,"0",1,2,"0","0",1,86,165,32,2
"621",3,3,2,228,14,16,58,"222,196",99,"0",1,2,"0","0",1,65,172,22,3
"622",3,3,2,248,25,14,47,"222,196",99,"0",1,2,"0","0",1,86,165,32,3
"623",3,3,2,228,14,16,58,"222,196",99,"0",1,2,"0","0",1,65,172,22,112
"624",3,4,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,2
"625",3,5,2,225,26,9,28,"222,196",99,"0",1,1,"0","0",2,69,169,24,2
"626",3,5,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"627",3,5,2,225,26,9,28,"222,196",99,"0",1,1,"0","0",2,69,169,24,2
"628",3,6,2,179,26,9,30,"222,196",99,"0",3,0,"0","0",0,56,171,19,3
"629",3,2,2,235,16,8,32,"222,196",99,"0",3,0,"0","0",0,75,178,25,3
"630",3,2,2,361,52,3,28,"222,196",99,"0",1,1,"1","0",4,80,172,27,8
"631",3,3,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,8
"632",3,4,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,2
"633",3,5,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"634",3,6,2,179,26,9,30,"222,196",99,"0",3,0,"0","0",0,56,171,19,2
"635",3,2,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,4
"636",3,2,2,248,25,14,47,"222,196",99,"0",1,2,"0","0",1,86,165,32,2
"637",3,2,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"638",3,2,2,225,26,9,28,"222,196",99,"0",1,1,"0","0",2,69,169,24,8
"639",3,3,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,2
"640",3,4,2,289,36,13,33,"222,196",99,"0",1,2,"1","0",1,90,172,30,8
"641",3,4,2,228,14,16,58,"222,196",99,"0",1,2,"0","0",1,65,172,22,2
"642",3,4,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,2
"643",3,5,2,248,25,14,47,"222,196",99,"0",1,2,"0","0",1,86,165,32,3
"644",3,5,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"645",3,6,2,179,26,9,30,"222,196",99,"0",3,0,"0","0",0,56,171,19,2
"646",3,6,2,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"647",3,3,3,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"648",3,4,3,118,15,24,46,"222,196",99,"0",1,2,"1","1",0,75,175,25,8
"649",3,4,3,155,12,14,34,"222,196",99,"0",1,2,"1","0",0,95,196,25,24
"650",3,4,3,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"651",3,5,3,179,51,18,38,"222,196",99,"0",1,0,"1","0",0,89,170,31,3
"652",3,2,3,179,26,9,30,"222,196",99,"0",3,0,"0","0",0,56,171,19,2
"653",3,2,3,289,36,13,33,"222,196",99,"0",1,2,"1","0",1,90,172,30,104
"654",3,4,3,369,17,12,31,"222,196",99,"0",1,3,"1","0",0,70,169,25,8
"655",4,2,3,225,26,9,28,"246,288",91,"0",1,1,"0","0",2,69,169,24,8
"656",4,2,3,118,10,10,37,"246,288",91,"0",1,0,"0","0",0,83,172,28,8
"657",4,3,3,361,52,3,28,"246,288",91,"0",1,1,"1","0",4,80,172,27,8
"658",4,4,3,248,25,14,47,"246,288",91,"0",1,2,"0","0",1,86,165,32,8
"659",4,5,3,189,29,13,33,"246,288",91,"0",1,2,"0","0",2,69,167,25,8
"660",4,6,3,179,26,9,30,"246,288",91,"0",3,0,"0","0",0,56,171,19,2
"661",4,2,3,369,17,12,31,"246,288",91,"0",1,3,"1","0",0,70,169,25,24
"662",4,3,3,179,22,17,40,"246,288",91,"0",2,2,"0","1",0,63,170,22,2
"663",4,3,3,118,13,18,50,"246,288",91,"0",1,1,"1","0",0,98,178,31,3
"664",4,3,3,361,52,3,28,"246,288",91,"0",1,1,"1","0",4,80,172,27,2
"665",4,4,3,118,10,10,37,"246,288",91,"0",1,0,"0","0",0,83,172,28,2
"666",4,6,3,235,11,14,37,"246,288",91,"0",3,1,"0","0",1,88,172,29,8
"667",4,6,3,179,26,9,30,"246,288",91,"0",3,0,"0","0",0,56,171,19,2
"668",4,2,3,225,26,9,28,"246,288",91,"0",1,1,"0","0",2,69,169,24,8
"669",4,3,3,235,16,8,32,"246,288",91,"0",3,0,"0","0",0,75,178,25,3
"670",4,6,3,179,26,9,30,"246,288",91,"0",3,0,"0","0",0,56,171,19,2
"671",4,3,3,155,12,14,34,"246,288",91,"0",1,2,"1","0",0,95,196,25,4
"672",4,5,3,225,26,9,28,"246,288",91,"0",1,1,"0","0",2,69,169,24,8
"673",4,5,3,118,13,18,50,"246,288",91,"0",1,1,"1","0",0,98,178,31,2
"674",4,6,3,179,26,9,30,"246,288",91,"0",3,0,"0","0",0,56,171,19,2
"675",5,2,3,235,11,14,37,"237,656",99,"0",3,1,"0","0",1,88,172,29,8
"676",5,4,3,225,15,15,41,"237,656",99,"0",4,2,"1","0",2,94,182,28,3
"677",5,4,3,235,16,8,32,"237,656",99,"0",3,0,"0","0",0,75,178,25,2
"678",5,4,3,118,10,10,37,"237,656",99,"0",1,0,"0","0",0,83,172,28,3
"679",5,4,3,235,20,13,43,"237,656",99,"0",1,1,"1","0",0,106,167,38,8
"680",5,5,3,179,26,9,30,"237,656",99,"0",3,0,"0","0",0,56,171,19,1
"681",5,5,3,291,31,12,40,"237,656",99,"0",1,1,"1","0",1,73,171,25,2
"682",5,5,3,225,15,15,41,"237,656",99,"0",4,2,"1","0",2,94,182,28,8
"683",5,6,3,300,26,13,43,"237,656",99,"0",1,2,"1","1",1,77,175,25,64
"684",5,6,3,225,15,15,41,"237,656",99,"0",4,2,"1","0",2,94,182,28,8
"685",5,6,3,179,26,9,30,"237,656",99,"0",3,0,"0","0",0,56,171,19,2
"686",5,2,3,118,13,18,50,"237,656",99,"0",1,1,"1","0",0,98,178,31,2
"687",5,3,3,118,13,18,50,"237,656",99,"0",1,1,"1","0",0,98,178,31,3
"688",5,3,3,118,10,10,37,"237,656",99,"0",1,0,"0","0",0,83,172,28,1
"689",5,3,3,118,13,18,50,"237,656",99,"1",1,1,"1","0",0,98,178,31,0
"690",5,4,3,179,26,9,30,"237,656",99,"0",3,0,"0","0",0,56,171,19,2
"691",5,4,3,378,49,11,36,"237,656",99,"1",1,2,"0","1",4,65,174,21,0
"692",5,6,3,179,22,17,40,"237,656",99,"0",2,2,"0","1",0,63,170,22,1
"693",5,2,3,155,12,14,34,"237,656",99,"0",1,2,"1","0",0,95,196,25,48
"694",5,2,3,235,16,8,32,"237,656",99,"0",3,0,"0","0",0,75,178,25,8
"695",5,4,3,291,31,12,40,"237,656",99,"0",1,1,"1","0",1,73,171,25,8
"696",5,4,3,179,22,17,40,"237,656",99,"0",2,2,"0","1",0,63,170,22,8
"697",5,4,3,225,26,9,28,"237,656",99,"0",1,1,"0","0",2,69,169,24,3
"698",5,5,3,330,16,4,28,"237,656",99,"0",2,0,"0","0",0,84,182,25,8
"699",5,5,3,235,16,8,32,"237,656",99,"0",3,0,"0","0",0,75,178,25,2
"700",5,5,3,291,31,12,40,"237,656",99,"0",1,1,"1","0",1,73,171,25,2
"701",5,6,3,179,26,9,30,"237,656",99,"0",3,0,"0","0",0,56,171,19,2
"702",5,2,3,361,52,3,28,"237,656",99,"0",1,1,"1","0",4,80,172,27,8
"703",5,4,3,155,12,14,34,"237,656",99,"0",1,2,"1","0",0,95,196,25,2
"704",5,6,3,179,22,17,40,"237,656",99,"0",2,2,"0","1",0,63,170,22,8
"705",5,6,3,155,12,14,34,"237,656",99,"0",1,2,"1","0",0,95,196,25,8
"706",5,2,3,225,26,9,28,"237,656",99,"0",1,1,"0","0",2,69,169,24,1
"707",6,4,3,118,15,24,46,"275,089",96,"0",1,2,"1","1",0,75,175,25,8
"708",6,4,3,179,26,9,30,"275,089",96,"0",3,0,"0","0",0,56,171,19,3
"709",6,6,3,118,10,10,37,"275,089",96,"0",1,0,"0","0",0,83,172,28,8
"710",6,4,3,118,10,10,37,"275,089",96,"0",1,0,"0","0",0,83,172,28,8
"711",6,5,3,378,49,11,36,"275,089",96,"0",1,2,"0","1",4,65,174,21,8
"712",6,5,3,118,13,18,50,"275,089",96,"0",1,1,"1","0",0,98,178,31,24
"713",6,6,3,233,51,1,31,"275,089",96,"0",2,1,"1","0",8,68,178,21,8
"714",6,6,3,179,26,9,30,"275,089",96,"0",3,0,"0","0",0,56,171,19,2
"715",6,2,3,235,29,12,48,"275,089",96,"1",1,1,"0","1",5,88,163,33,0
"716",6,2,3,268,11,8,33,"275,089",96,"1",2,0,"0","0",0,79,178,25,0
"717",6,5,3,118,13,18,50,"275,089",96,"0",1,1,"1","0",0,98,178,31,3
"718",6,5,3,179,26,9,30,"275,089",96,"0",3,0,"0","0",0,56,171,19,2
"719",6,5,3,291,31,12,40,"275,089",96,"0",1,1,"1","0",1,73,171,25,2
"720",6,2,1,179,26,9,30,"275,089",96,"0",3,0,"0","0",0,56,171,19,3
"721",6,2,1,118,10,10,37,"275,089",96,"0",1,0,"0","0",0,83,172,28,3
"722",6,5,1,233,51,1,31,"275,089",96,"0",2,1,"1","0",8,68,178,21,8
"723",6,6,1,118,10,10,37,"275,089",96,"0",1,0,"0","0",0,83,172,28,2
"724",6,4,1,118,10,10,37,"275,089",96,"0",1,0,"0","0",0,83,172,28,3
"725",6,4,1,233,51,1,31,"275,089",96,"0",2,1,"1","0",8,68,178,21,3
"726",7,4,1,235,20,13,43,"264,604",93,"0",1,1,"1","0",0,106,167,38,4
"727",7,6,1,233,51,1,31,"264,604",93,"0",2,1,"1","0",8,68,178,21,2
"728",7,2,1,228,14,16,58,"264,604",93,"0",1,2,"0","0",1,65,172,22,8
"729",7,2,1,118,10,10,37,"264,604",93,"0",1,0,"0","0",0,83,172,28,4
"730",7,3,1,228,14,16,58,"264,604",93,"0",1,2,"0","0",1,65,172,22,120
"731",7,3,1,189,29,13,33,"264,604",93,"0",1,2,"0","0",2,69,167,25,16
"732",7,4,1,118,10,10,37,"264,604",93,"0",1,0,"0","0",0,83,172,28,2
"733",7,4,1,361,52,3,28,"264,604",93,"0",1,1,"1","0",4,80,172,27,8
"734",7,4,1,225,26,9,28,"264,604",93,"0",1,1,"0","0",2,69,169,24,8
"735",7,2,1,369,17,12,31,"264,604",93,"0",1,3,"1","0",0,70,169,25,80
"736",7,3,1,289,36,13,33,"264,604",93,"0",1,2,"1","0",1,90,172,30,8
"737",7,3,1,235,11,14,37,"264,604",93,"0",3,1,"0","0",1,88,172,29,4
